,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
0,I.,47.49916270000001,19.035143100000003,Dísz tér,47.49909987702406,19.036163341521213,Plaza
1,I.,47.49916270000001,19.035143100000003,Halászbástya | Fisherman's Bastion (Halászbástya),47.50202916825666,19.03505802154541,Historic Site
2,I.,47.49916270000001,19.035143100000003,Stand25 Bisztró,47.497673,19.032679,Bistro
3,I.,47.49916270000001,19.035143100000003,Várnegyed,47.50119536056568,19.032261353922006,Scenic Lookout
4,I.,47.49916270000001,19.035143100000003,Honda Dream,47.49856101793635,19.031825367180065,Motorcycle Shop
5,I.,47.49916270000001,19.035143100000003,Budavári Palota,47.496197815204255,19.03954267501831,Castle
6,I.,47.49916270000001,19.035143100000003,Pavillon de Paris,47.50113958069904,19.039126333378,French Restaurant
7,I.,47.49916270000001,19.035143100000003,Zhao Zhou Teashop & Lab,47.49735359915229,19.0410255135632,Tea Room
8,I.,47.49916270000001,19.035143100000003,Szelence Café,47.497767102774404,19.031901183012053,Café
9,I.,47.49916270000001,19.035143100000003,Sziklakórház (Sziklakórház és Atombunker),47.50065171099339,19.031667177753427,History Museum
10,I.,47.49916270000001,19.035143100000003,Budavári Mikve,47.49854554181599,19.03584638310276,Historic Site
11,I.,47.49916270000001,19.035143100000003,Tabán Kinotéka,47.495818274097225,19.034303415796405,Indie Movie Theater
12,I.,47.49916270000001,19.035143100000003,Várhegy,47.497570104000104,19.03874734122873,Scenic Lookout
13,I.,47.49916270000001,19.035143100000003,Chococo,47.49756658264404,19.032413014257013,Chocolate Shop
14,I.,47.49916270000001,19.035143100000003,Magyar Nemzeti Galéria | Hungarian National Gallery (Magyar Nemzeti Galéria),47.4960818339324,19.039467573165894,Art Museum
15,I.,47.49916270000001,19.035143100000003,Déryné Bisztró,47.49726881765624,19.03170794248581,Bistro
16,I.,47.49916270000001,19.035143100000003,Mátra borozó,47.50237398709924,19.03880549917598,Wine Bar
17,I.,47.49916270000001,19.035143100000003,Alagút-tető,47.49816583335608,19.039510488510132,Scenic Lookout
18,I.,47.49916270000001,19.035143100000003,Ennmann Japán Étterem,47.50314223244379,19.03950315483912,Sushi Restaurant
19,I.,47.49916270000001,19.035143100000003,Butik Hotel,47.50012562405661,19.03932972325795,Bed & Breakfast
20,I.,47.49916270000001,19.035143100000003,Bortársaság,47.49744052213427,19.041090091730737,Wine Shop
21,I.,47.49916270000001,19.035143100000003,Hotel Clark,47.49850654465073,19.040412430224936,Hotel
22,I.,47.49916270000001,19.035143100000003,Rojt és Bojt Kávéskuckó,47.4961,19.029148,Café
23,I.,47.49916270000001,19.035143100000003,Sis & Bro Boutique Cafe,47.49776260880449,19.031936616739138,Coffee Shop
24,I.,47.49916270000001,19.035143100000003,Belga Söröző,47.50169488330903,19.03977086335183,Pub
25,I.,47.49916270000001,19.035143100000003,Bécsi Kapu,47.50501526609824,19.030653834342957,Monument / Landmark
26,I.,47.49916270000001,19.035143100000003,Macskakő 2.0,47.49934363717346,19.039254546298004,Pub
27,I.,47.49916270000001,19.035143100000003,SPAR Partner,47.49566975665848,19.029599339067072,Grocery Store
28,I.,47.49916270000001,19.035143100000003,Pékműhely,47.507072,19.032232,Bakery
29,I.,47.49916270000001,19.035143100000003,Riso Ristorante & Terrace,47.50566968847128,19.028991148668354,Italian Restaurant
30,I.,47.49916270000001,19.035143100000003,Várkert Bazár,47.494342763628154,19.04280721632471,Historic Site
31,I.,47.49916270000001,19.035143100000003,Four Seasons Hotel Gresham Palace Budapest,47.499885698091845,19.048025038249122,Hotel
32,I.,47.49916270000001,19.035143100000003,Kollázs,47.50002133411405,19.04764179149286,Hungarian Restaurant
33,I.,47.49916270000001,19.035143100000003,KedvesKrém,47.507121,19.031639,Ice Cream Shop
34,I.,47.49916270000001,19.035143100000003,Đăng Mười Phở Bistro,47.50307755713744,19.026199822721736,Vietnamese Restaurant
35,I.,47.49916270000001,19.035143100000003,Aldi,47.491379,19.031084,Grocery Store
36,I.,47.49916270000001,19.035143100000003,Cipők a Duna-parton,47.503842779973596,19.044917329338645,Outdoor Sculpture
37,I.,47.49916270000001,19.035143100000003,Franziska,47.50554135164046,19.037196455194366,Coffee Shop
38,I.,47.49916270000001,19.035143100000003,Coyote Coffee and Deli,47.50564399199352,19.037313759326935,Coffee Shop
39,I.,47.49916270000001,19.035143100000003,Czakó Utcai Sporttelep,47.49110784625171,19.03629819871619,Soccer Stadium
40,I.,47.49916270000001,19.035143100000003,Arany Kaviár,47.50639552641936,19.02842313070382,Russian Restaurant
41,I.,47.49916270000001,19.035143100000003,Asztalka,47.49219305108914,19.044231176376343,Dessert Shop
42,I.,47.49916270000001,19.035143100000003,FELIX Kitchen & Bar,47.49401804936372,19.043482303586643,Bistro
43,I.,47.49916270000001,19.035143100000003,5 Elements Balinese Day Spa,47.50767587076823,19.038102541004196,Spa
44,I.,47.49916270000001,19.035143100000003,Steamhouse Cafe,47.50607476252683,19.03789634244022,Breakfast Spot
45,I.,47.49916270000001,19.035143100000003,Pontoon,47.4996211259103,19.04629607073285,Bar
46,I.,47.49916270000001,19.035143100000003,Oxygen Wellness Naphegy,47.491025288093184,19.03790004849087,Gym / Fitness Center
47,I.,47.49916270000001,19.035143100000003,Flex Gym,47.495672907564845,19.024170255939012,Gym / Fitness Center
48,I.,47.49916270000001,19.035143100000003,Sofitel Budapest Chain Bridge,47.49821754789199,19.048168250331855,Hotel
49,I.,47.49916270000001,19.035143100000003,Magnolia Day Spa,47.50417130872426,19.045808218567842,Spa
50,I.,47.49916270000001,19.035143100000003,InterContinental Budapest,47.49742267347058,19.04785038161458,Hotel
51,I.,47.49916270000001,19.035143100000003,Filozófusok kertje,47.48938052033156,19.039050771885886,Sculpture Garden
52,I.,47.49916270000001,19.035143100000003,Espresso Embassy,47.502048,19.050175,Coffee Shop
53,I.,47.49916270000001,19.035143100000003,Parlament,47.507040932373876,19.045658111572266,Capitol Building
54,I.,47.49916270000001,19.035143100000003,Börze . Kávéház . Étterem,47.50263808935722,19.049073072272694,Bistro
55,I.,47.49916270000001,19.035143100000003,DOC Vino Bar,47.50202632760062,19.04851474834986,Wine Bar
56,I.,47.49916270000001,19.035143100000003,Baraka,47.49750301367725,19.04881417150902,Modern European Restaurant
57,I.,47.49916270000001,19.035143100000003,Bereg Bar & Cafe,47.50735200276881,19.028962536607352,Bar
58,I.,47.49916270000001,19.035143100000003,Vörösmarty tér,47.49693901334056,19.0500568449404,Plaza
59,I.,47.49916270000001,19.035143100000003,Zenit Budapest Palace Hotel,47.495025416766765,19.05017507409043,Hotel
60,I.,47.49916270000001,19.035143100000003,Bestsellers könyvesbolt,47.50092187136555,19.050915900874152,Bookstore
61,I.,47.49916270000001,19.035143100000003,Cafe Unplugged,47.506086342187494,19.025395832602,Pub
62,I.,47.49916270000001,19.035143100000003,Czakó Kert,47.49011932660038,19.036125540733337,Dessert Shop
63,I.,47.49916270000001,19.035143100000003,Starbucks,47.49518366729021,19.048868762936916,Coffee Shop
64,I.,47.49916270000001,19.035143100000003,Chez Dodo - Artisan Macarons & Café,47.50002173674331,19.05226689943884,Dessert Shop
65,I.,47.49916270000001,19.035143100000003,Ristorante Italiano Bottega Di Brontolo,47.4973431165084,19.04982089996338,Italian Restaurant
66,I.,47.49916270000001,19.035143100000003,Bortársaság,47.505648549047095,19.048542931788617,Wine Shop
67,I.,47.49916270000001,19.035143100000003,Trattoria Pomo D'Oro,47.50185159155372,19.048136472702026,Italian Restaurant
68,I.,47.49916270000001,19.035143100000003,MÓKA Kávézó,47.509347,19.031771,Breakfast Spot
69,I.,47.49916270000001,19.035143100000003,Kávétársaság,47.500675,19.049166,Coffee Shop
70,I.,47.49916270000001,19.035143100000003,Marriott Club M Lounge,47.49449634147377,19.049390101060876,Lounge
71,I.,47.49916270000001,19.035143100000003,Duna-part,47.49378104962592,19.04960988290484,Waterfront
72,I.,47.49916270000001,19.035143100000003,Budai Pékség,47.50471828986712,19.0217240007121,Bakery
73,I.,47.49916270000001,19.035143100000003,DiVin Porcello,47.495035163998104,19.04994984969051,Mediterranean Restaurant
74,I.,47.49916270000001,19.035143100000003,Duna korzó,47.495249290542475,19.049109218063336,Scenic Lookout
75,I.,47.49916270000001,19.035143100000003,Szent Gellért-szobor,47.48964736479078,19.04548180672936,Outdoor Sculpture
76,I.,47.49916270000001,19.035143100000003,Anjuna Ice Pops,47.49991351526527,19.052243805099863,Ice Cream Shop
77,I.,47.49916270000001,19.035143100000003,Villa Bagatelle,47.49635366463492,19.017824828624722,Breakfast Spot
78,I.,47.49916270000001,19.035143100000003,Szerelmes Levél,47.509158,19.025443,Bakery
79,I.,47.49916270000001,19.035143100000003,Gelato Rosa,47.50022800527574,19.05312269926071,Ice Cream Shop
80,I.,47.49916270000001,19.035143100000003,Comme Chez Soi,47.49452600494829,19.051489969770067,French Restaurant
81,I.,47.49916270000001,19.035143100000003,IGEN,47.510147484902234,19.02989228422414,Pizza Place
82,I.,47.49916270000001,19.035143100000003,Kapás Büfé,47.50952664821548,19.033047553280472,Sandwich Place
83,I.,47.49916270000001,19.035143100000003,Mókusch Café & Deli,47.50710412434982,19.02308275855444,Coffee Shop
84,I.,47.49916270000001,19.035143100000003,Szent István Bazilika,47.50078611872214,19.053897857666016,Church
85,I.,47.49916270000001,19.035143100000003,Artizán,47.503709,19.052721,Bakery
86,I.,47.49916270000001,19.035143100000003,à table!,47.50813707875423,19.025681018829346,Bakery
87,I.,47.49916270000001,19.035143100000003,Vigvarju,47.49607928373319,19.04912111935198,Eastern European Restaurant
88,I.,47.49916270000001,19.035143100000003,Borkonyha,47.49957414546604,19.0524591478179,Hungarian Restaurant
89,I.,47.49916270000001,19.035143100000003,Zeller Bistro,47.50220674435897,19.052706956863403,Hungarian Restaurant
90,I.,47.49916270000001,19.035143100000003,Padthai Wokbar,47.49990832823789,19.051109124294744,Thai Restaurant
91,I.,47.49916270000001,19.035143100000003,à table!,47.49501133118391,19.019275853820247,Bakery
92,I.,47.49916270000001,19.035143100000003,Iguana Bar & Grill,47.504563,19.048831,Mexican Restaurant
93,I.,47.49916270000001,19.035143100000003,Dr. Koltai Jenő Sportközpont (TF),47.48988212728543,19.02626697330501,Soccer Stadium
94,I.,47.49916270000001,19.035143100000003,F&M Fitness and More,47.489800597961924,19.022896343657365,Gym / Fitness Center
95,I.,47.49916270000001,19.035143100000003,Good Karma,47.50983001850337,19.02471639069083,Indian Restaurant
96,I.,47.49916270000001,19.035143100000003,Cserpes Tejivó,47.49017746074987,19.022286052521924,Sandwich Place
97,I.,47.49916270000001,19.035143100000003,Panificio il Basilico,47.504595230242955,19.019612583969607,Bakery
98,I.,47.49916270000001,19.035143100000003,Pohárszék Bor & Kávé,47.505664655251145,19.051561606504983,Wine Bar
99,I.,47.49916270000001,19.035143100000003,Lite Wellness Club,47.508800314305965,19.026963328534418,Gym / Fitness Center
100,II.,47.538887,18.9826357,Apáthy-szikla,47.53161936128502,18.987130538624783,Scenic Lookout
101,II.,47.538887,18.9826357,Zölderdő,47.53679512070485,18.975504161207503,Forest
102,II.,47.538887,18.9826357,Árpád-kilátó,47.53517082943081,18.999700070684018,Scenic Lookout
103,II.,47.538887,18.9826357,First Buda Country Grill,47.53341200588345,18.98185089845666,American Restaurant
104,II.,47.538887,18.9826357,Hármashatárhegyi Repülőtér,47.55296841262614,18.976025161604344,Airport
105,II.,47.538887,18.9826357,Oroszlán-szikla,47.542801456871395,18.989169669718546,Park
106,II.,47.538887,18.9826357,Focus Fox Kft.,47.53180051203342,18.978189422356646,Movie Theater
107,II.,47.538887,18.9826357,Gyermekvasút - Hűvösvölgy,47.541262506790396,18.96365225315094,Train Station
108,II.,47.538887,18.9826357,Napraforgó utcai Bauhaus mintatelep,47.52657284342284,18.987349203332784,Historic Site
109,II.,47.538887,18.9826357,Lángosos,47.54222913179174,18.965217871212573,Eastern European Restaurant
110,II.,47.538887,18.9826357,Határnyereg,47.548001762360066,18.98329433148265,Scenic Lookout
111,II.,47.538887,18.9826357,dm,47.537586759408384,18.96637737751007,Cosmetics Shop
112,II.,47.538887,18.9826357,Kifli ÉS Kocsma,47.54537334307295,18.9639046926603,Pub
113,II.,47.538887,18.9826357,Fragola Terasz,47.52513636949263,18.994008188696103,Ice Cream Shop
114,II.,47.538887,18.9826357,Panoráma Kör Hármashatárhegy,47.54040319405842,19.006348169301354,Trail
115,II.,47.538887,18.9826357,Pasarét Bisztró,47.523921132132344,18.99334288640564,Bistro
116,II.,47.538887,18.9826357,Pasaréti tér,47.523896940185715,18.993294377749955,Park
117,II.,47.538887,18.9826357,Star Fitness,47.53776399202708,18.96655273670631,Gym
118,II.,47.538887,18.9826357,MediLine Egészségház,47.52246345267332,18.989170474579502,Pharmacy
119,II.,47.538887,18.9826357,Makovecz-kilátó,47.52993523307849,18.96626030418747,Scenic Lookout
120,II.,47.538887,18.9826357,Újlaki hegy,47.55197676541155,18.989028868226807,Scenic Lookout
121,II.,47.538887,18.9826357,Kecskehegy,47.54332411860925,18.991922033493346,Scenic Lookout
122,II.,47.538887,18.9826357,Fenyőgyöngye,47.54043833235936,19.00640654975267,Outdoors & Recreation
123,II.,47.538887,18.9826357,ALDI,47.523695541964166,18.993645737095534,Grocery Store
124,II.,47.538887,18.9826357,Grand Hostel Budapest,47.523424632479085,18.988075363965145,Hostel
125,II.,47.538887,18.9826357,SPAR,47.5381502,18.966266,Grocery Store
126,II.,47.538887,18.9826357,HÜVI szolgáltatóház,47.54464164024573,18.963312585673876,Department Store
127,II.,47.538887,18.9826357,Hard Pop Café,47.544716176973914,18.963707077303887,Bar
128,II.,47.538887,18.9826357,Kis-Hárs-hegy,47.52992871036222,18.966278446572556,Mountain
129,II.,47.538887,18.9826357,Sunny Diner,47.53726673947388,18.967240599467917,American Restaurant
130,II.,47.538887,18.9826357,Legénykert,47.545331286944325,18.963940692230853,Pizza Place
131,II.,47.538887,18.9826357,Pénzügyőr Étterem,47.5248550314362,18.987735150618093,Eastern European Restaurant
132,II.,47.538887,18.9826357,Lidl,47.54518764586821,18.963440531011432,Discount Store
133,II.,47.538887,18.9826357,"Nagyhíd (56, 56A, 59B, 61)",47.52833512344049,18.98373996308985,Tram Station
134,II.,47.538887,18.9826357,Hollósy Cukrászda,47.52358649645231,18.99302205347811,Dessert Shop
135,II.,47.538887,18.9826357,Fenyőgyöngye Vendéglő,47.54054684220458,19.00619895654953,Restaurant
136,II.,47.538887,18.9826357,STOP.SHOP.,47.53790684791037,18.96641036189654,Shopping Mall
137,II.,47.538887,18.9826357,Full House,47.530226917636305,18.978622636044175,Pizza Place
138,II.,47.538887,18.9826357,HHH Hegyről-a-reptérre futópálya,47.54034042358398,18.98796272277832,Track
139,II.,47.538887,18.9826357,Costa Coffee,47.54463513028798,18.963328329041417,Coffee Shop
140,II.,47.538887,18.9826357,First Buda Country Club,47.53319120359624,18.982259312503157,Athletics & Sports
141,II.,47.538887,18.9826357,Kisvasút Söröző és Pizzeria,47.5414032011908,18.963965177100903,Pizza Place
142,II.,47.538887,18.9826357,Lipóti Pékség,47.52354343492146,18.992944881925467,Bakery
143,II.,47.538887,18.9826357,"Vadaskerti utca (56, 56A, 59B, 61)",47.53202308632693,18.980993597213278,Tram Station
144,II.,47.538887,18.9826357,Deimanik Golf Club,47.531741694038445,18.978021934859722,Golf Course
145,II.,47.538887,18.9826357,CBA,47.53093210896986,18.97848402899318,Grocery Store
146,II.,47.538887,18.9826357,Csíbor Utca (29),47.536651036785145,18.97046627256435,Bus Stop
147,II.,47.538887,18.9826357,Monszun Coffee & Bakery Shop,47.530216,18.978537,Café
148,II.,47.538887,18.9826357,New Garden Kertészet,47.53732273384664,18.966814586031564,Flower Shop
149,II.,47.538887,18.9826357,"Zuhatag sor (56, 56A, 59B, 61)",47.52606895628035,18.985941410064697,Tram Station
150,II.,47.538887,18.9826357,Diego Stop Shop,47.537978285496166,18.966415704061376,Furniture / Home Store
151,II.,47.538887,18.9826357,Zöldséges Hüvi Végállomás,47.541818,18.965397,Grocery Store
152,II.,47.538887,18.9826357,Kispark,47.527095997097454,18.98693162013111,Park
153,II.,47.538887,18.9826357,Hegykör,47.52775449160332,18.974386871801666,Track
154,II.,47.538887,18.9826357,"Hűvösvölgy (56, 56A, 59B, 61)",47.54319184867568,18.964295646952838,Tram Station
155,II.,47.538887,18.9826357,Bánffy György Emlékpark,47.54440542548053,18.96387751238779,Park
156,II.,47.538887,18.9826357,Pasaréti Söröző,47.52347075129414,18.994656281167956,Bar
157,II.,47.538887,18.9826357,"Bátori László utca (57, 63, 64, 164, 157, 257, 956, 963)",47.54455073864244,18.963548532726755,Bus Stop
158,II.,47.538887,18.9826357,Fragola,47.544623853062596,18.963276276763445,Ice Cream Shop
159,II.,47.538887,18.9826357,Pizza Forte,47.54465,18.963287,Pizza Place
160,II.,47.538887,18.9826357,Lipóti Pékség,47.54464,18.963129,Bakery
161,II.,47.538887,18.9826357,Bortársaság,47.54469299393923,18.9631605942544,Wine Shop
162,II.,47.538887,18.9826357,Gyermekvasút - Hárshegy,47.535262147906714,18.961579736217058,Train Station
163,II.,47.538887,18.9826357,Teherautó Bérlés,47.546904,18.96218,Rental Car Location
164,II.,47.538887,18.9826357,Hármashatárhegyi reptér Siklóernyő Pálya,47.554596109902455,18.97817272398849,Airport
165,II.,47.538887,18.9826357,CBA Príma,47.523866123214304,18.993391643798713,Grocery Store
166,II.,47.538887,18.9826357,Pasaréti Gyógyszertár,47.52374696433827,18.993220204835612,Pharmacy
167,II.,47.538887,18.9826357,Da Rosa Rosticceria,47.529216,19.002947,Bakery
168,II.,47.538887,18.9826357,Törökvész út - Kapy út kereszteződés,47.52927101452922,19.003493785858154,Intersection
169,II.,47.538887,18.9826357,Vörös-kővár,47.555964534428746,18.979362188753427,Scenic Lookout
170,II.,47.538887,18.9826357,Stamusic. Studios,47.544725,18.958606,Music Venue
171,II.,47.538887,18.9826357,HHH Reptér futópálya,47.55567691617457,18.973560333251953,Track
172,III.,47.5686915,19.027668183360795,Aranyhegy,47.5716909760895,19.02730463277868,Mountain
173,III.,47.5686915,19.027668183360795,Kiss-Kerekes Lángosház,47.564782234095496,19.022097253904946,Eastern European Restaurant
174,III.,47.5686915,19.027668183360795,Cserfalvi Cukrászda,47.564837954767945,19.022306378438117,Dessert Shop
175,III.,47.5686915,19.027668183360795,Lidl,47.5607293802487,19.0243986367926,Supermarket
176,III.,47.5686915,19.027668183360795,Smokey Monkies BBQ,47.557224,19.046265,BBQ Joint
177,III.,47.5686915,19.027668183360795,Kisbojtár Vendeglõ,47.56015719880375,19.02877139944774,Hungarian Restaurant
178,III.,47.5686915,19.027668183360795,Alexandros,47.568271110618944,19.051732451444657,Greek Restaurant
179,III.,47.5686915,19.027668183360795,Római Kalandpark,47.57463450780502,19.049456115678293,Playground
180,III.,47.5686915,19.027668183360795,Polaris Csillagvizsgáló,47.553006046733486,19.025351654228672,General Entertainment
181,III.,47.5686915,19.027668183360795,Aldi,47.55445662697983,19.041515961081164,Supermarket
182,III.,47.5686915,19.027668183360795,Lidl,47.553058926670865,19.038127733506006,Supermarket
183,III.,47.5686915,19.027668183360795,Gepárd Jégpálya,47.56091595690002,19.021942806916023,Hockey Field
184,III.,47.5686915,19.027668183360795,Dallas Étterem,47.55266282117259,19.030152612331722,American Restaurant
185,III.,47.5686915,19.027668183360795,BSK Cross Fight,47.55714687380373,19.047613840667204,Gym
186,III.,47.5686915,19.027668183360795,Szarvas Büfé,47.57486237822174,19.04826256852494,Beer Garden
187,III.,47.5686915,19.027668183360795,Burger King,47.564401560986326,19.022234773778074,Fast Food Restaurant
188,III.,47.5686915,19.027668183360795,Ünnepek Áruháza,47.551358155405325,19.030488015275985,Arts & Crafts Store
189,III.,47.5686915,19.027668183360795,HRP Europe,47.55377907758823,19.039871589064113,Electronics Store
190,III.,47.5686915,19.027668183360795,Fogarasi Síiskola,47.55147750250398,19.025287250493196,Ski Area
191,III.,47.5686915,19.027668183360795,Juventus Team Computer,47.55408105691697,19.038221872503645,Electronics Store
192,III.,47.5686915,19.027668183360795,Emil cukrászda,47.5715179597209,19.015546585279917,Dessert Shop
193,III.,47.5686915,19.027668183360795,Római Strandfürdő,47.57481146475501,19.052086523629335,Pool
194,III.,47.5686915,19.027668183360795,Római tér,47.568722367093315,19.048627760022114,Plaza
195,III.,47.5686915,19.027668183360795,Szent Jobb Gyógyszertár/Szent Jobb Pharmacy,47.55950700903524,19.049530070680497,Pharmacy
196,III.,47.5686915,19.027668183360795,Kajálda,47.556274465255,19.04656702665398,Restaurant
197,III.,47.5686915,19.027668183360795,New Garden Kertáruház,47.57364589989765,19.015886512256643,Flower Shop
198,III.,47.5686915,19.027668183360795,Pólónagyker,47.56024138138715,19.030794651101086,Clothing Store
199,III.,47.5686915,19.027668183360795,Penny Market,47.5566480147462,19.03980057841131,Grocery Store
200,III.,47.5686915,19.027668183360795,Pók Cafe,47.5697147384059,19.048674703348116,Karaoke Bar
201,III.,47.5686915,19.027668183360795,Gumi-Profi,47.56246318783391,19.02987701841542,Auto Garage
202,III.,47.5686915,19.027668183360795,Óbuda vasútállomás,47.56921646004776,19.03175687550918,Train Station
203,III.,47.5686915,19.027668183360795,SPAR,47.55694673510893,19.04466824536894,Supermarket
204,III.,47.5686915,19.027668183360795,Auchan Aquincum,47.55949251486867,19.04961531176856,Supermarket
205,III.,47.5686915,19.027668183360795,Virág,47.565530665135036,19.02211321264923,Flower Shop
206,III.,47.5686915,19.027668183360795,Aquincum,47.56375681001948,19.049359560012817,Historic Site
207,III.,47.5686915,19.027668183360795,Mocsaras Airfield-heliport,47.570268156930894,19.038340560974216,Heliport
208,III.,47.5686915,19.027668183360795,Spar Aquincum,47.57314461110908,19.048966575251963,Grocery Store
209,III.,47.5686915,19.027668183360795,Big Men's Pizzéria,47.57149593590568,19.015615447353643,Pizza Place
210,III.,47.5686915,19.027668183360795,Vitál ABC,47.57154305033193,19.015575063335223,Grocery Store
211,III.,47.5686915,19.027668183360795,"ATI (218, 260, 260A)",47.57151490518098,19.015563440331967,Bus Stop
212,III.,47.5686915,19.027668183360795,Digikönyv Kft.,47.572157,19.014663,Office
213,III.,47.5686915,19.027668183360795,Ász Pékség,47.56848942557373,19.051183329463136,Bakery
214,III.,47.5686915,19.027668183360795,MTV Kelléktár,47.55855152825676,19.032594812880934,Arts & Crafts Store
215,III.,47.5686915,19.027668183360795,Power Biztonságtechnika,47.56222233356426,19.040847910776023,Electronics Store
216,III.,47.5686915,19.027668183360795,"Sorompó (218,260)",47.57576692565271,19.014834859083443,Bus Stop
217,III.,47.5686915,19.027668183360795,Terasz kávézó,47.559592810388665,19.014817363367772,Café
218,III.,47.5686915,19.027668183360795,Villa Toscana Beauty,47.55695185193676,19.017001083170662,Gym
219,III.,47.5686915,19.027668183360795,Aquincumi Amfiteátrum,47.56763528760526,19.048629392028825,Historic Site
220,III.,47.5686915,19.027668183360795,"Forrásliget lakópark (160, 960)",47.58142046522736,19.037548392344547,Bus Stop
221,III.,47.5686915,19.027668183360795,Római Camping,47.57380156538961,19.048898562216113,Campground
222,III.,47.5686915,19.027668183360795,Aquincumi Múzeum,47.562702,19.0485,Museum
223,III.,47.5686915,19.027668183360795,Verhovina utca (237),47.55386193273195,19.020450134248982,Bus Stop
224,III.,47.5686915,19.027668183360795,Virágosnyereg út (260),47.572393939591485,19.005106463679482,Bus Stop
225,III.,47.5686915,19.027668183360795,Pethe Ferenc tér,47.5577579878097,19.044806766503644,Plaza
226,III.,47.5686915,19.027668183360795,Aranypatak,47.57716,19.006266,River
227,III.,47.5686915,19.027668183360795,Alma Gyógyszertár,47.568325425534766,19.053107279380185,Pharmacy
228,III.,47.5686915,19.027668183360795,Retro Hotel Budapest,47.56178623272965,19.05149620068045,Hotel
229,III.,47.5686915,19.027668183360795,Mekkora Print Kft.,47.55098218356966,19.02994584894071,Paper / Office Supplies Store
230,III.,47.5686915,19.027668183360795,Csillaghegyi Àrpàd Forràsfürdő,47.584163,19.040749,Spa
231,III.,47.5686915,19.027668183360795,HappyHOT Pizza,47.58356030999215,19.042664766311646,Pizza Place
232,IV.,47.57777895,19.09316361488621,FIRST The Craft Beer Company,47.58127710501113,19.081917249589864,Brewery
233,IV.,47.57777895,19.09316361488621,Capri Pizza,47.572600083349656,19.103861762656024,Pizza Place
234,IV.,47.57777895,19.09316361488621,Vadgesztenye Cukrászda,47.575671655213476,19.100632667541504,Dessert Shop
235,IV.,47.57777895,19.09316361488621,Farkas-erdő,47.585890492506216,19.106673002243042,Forest
236,IV.,47.57777895,19.09316361488621,Charlie Loft,47.56600957932444,19.0950836157807,Bar
237,IV.,47.57777895,19.09316361488621,Hodos Tamás Budapesti Tollaslabda Csarnok,47.57485431422696,19.078578003706898,Athletics & Sports
238,IV.,47.57777895,19.09316361488621,Márió Kifőzde,47.5782672306416,19.086267775199406,Diner
239,IV.,47.57777895,19.09316361488621,Bigwall Climbing Gym,47.565300368228144,19.083023348540884,Climbing Gym
240,IV.,47.57777895,19.09316361488621,Tarzan Park,47.571647673686535,19.11199293899058,Playground
241,IV.,47.57777895,19.09316361488621,CompMarket Hungary Zrt.,47.587061235708035,19.098878296714073,Electronics Store
242,IV.,47.57777895,19.09316361488621,Semsey Aladár Park,47.563664868438245,19.09476399421692,Park
243,IV.,47.57777895,19.09316361488621,Csempecentrum,47.57372271908246,19.08273856121015,Furniture / Home Store
244,IV.,47.57777895,19.09316361488621,Sógor Vendéglő,47.5847404215795,19.111534422361665,Hungarian Restaurant
245,IV.,47.57777895,19.09316361488621,Újpesti Piac és Vásárcsarnok,47.5625655801986,19.090303624169795,Farmers Market
246,IV.,47.57777895,19.09316361488621,REX Állatsziget,47.58825881796203,19.1033647760154,Park
247,IV.,47.57777895,19.09316361488621,Egyelek+,47.5606593265157,19.08719319469664,Gastropub
248,IV.,47.57777895,19.09316361488621,Praktiker,47.57126538154821,19.079105236591573,Hardware Store
249,IV.,47.57777895,19.09316361488621,Kukori és Kotkoda,47.584077207529496,19.11237095633721,Fried Chicken Joint
250,IV.,47.57777895,19.09316361488621,Horváth Pékség,47.56043618514833,19.09704107104507,Bakery
251,IV.,47.57777895,19.09316361488621,Halassy Uszoda,47.58272039339358,19.107009938671215,Pool
252,IV.,47.57777895,19.09316361488621,Csülök Vendéglő,47.57838193153726,19.096070132622177,Restaurant
253,IV.,47.57777895,19.09316361488621,Hotel Karin,47.57759540394611,19.092570277800082,Hotel
254,IV.,47.57777895,19.09316361488621,SDI,47.566246603196134,19.095303736869894,Performing Arts Venue
255,IV.,47.57777895,19.09316361488621,Kakukk Vendéglõ,47.56829567424077,19.091656540454558,Hungarian Restaurant
256,IV.,47.57777895,19.09316361488621,Mézi Cukrászda,47.5865068694527,19.115811081994362,Dessert Shop
257,IV.,47.57777895,19.09316361488621,Szent István tér,47.56267430684722,19.089794602143858,Park
258,IV.,47.57777895,19.09316361488621,Dodo Büfé,47.57924489584957,19.087398110896324,Burger Joint
259,IV.,47.57777895,19.09316361488621,Jysk Újpest,47.566057564910324,19.096964696531813,Furniture / Home Store
260,IV.,47.57777895,19.09316361488621,Központ Bisztró,47.56126636627218,19.0897536277771,Gastropub
261,IV.,47.57777895,19.09316361488621,Calavera,47.56153230974814,19.089099806140204,Mexican Restaurant
262,IV.,47.57777895,19.09316361488621,Lidl,47.587770716702266,19.098900577052245,Supermarket
263,IV.,47.57777895,19.09316361488621,Red Fitness,47.579689980943215,19.114860542591252,Gym
264,IV.,47.57777895,19.09316361488621,UP Újpesti Rendezvénytér,47.56296,19.086636,Concert Hall
265,IV.,47.57777895,19.09316361488621,Újpesti Jégpálya,47.57387642670847,19.084447124125745,Hockey Arena
